Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status
1197,Confederate Monument,No specific honoree,Georgetown,Williamson,TX,South,"30.636768,-97.677528",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Live
1098,Lee County,Robert E. Lee,Giddings,Lee,TX,South,"30.181344,-96.937972",County/Municipality,County/Municipality,Uknown,1874,,Live
1198,Confederate Monument,No specific honoree,Goldthwaite,Mills,TX,South,"31.450017,-98.569750",Monument,Courthouse Grounds,United Confederate Veterans,1915,,Live
2134,Jefferson Davis Highway Marker,Jefferson Davis,Goliad,Goliad,TX,South,"28.667667,-97.409733",Monument,Monument,United Daughters of the Confederacy,,,Live
1199,Confederate Monument,No specific honoree,Gonzales,Gonzales,TX,South,"29.502150,-97.452417",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
1200,Confederate Monument,No specific honoree,Graham,Young,TX,South,"33.106583,-98.590533",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Live
275,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Jonesboro,Clayton,GA,South,"33.522392,-84.367414",Highway / Roadway,Roads,Uknown,,,Live
1913,Confederate Flag at Commemorative Park,No specific honoree,Kennesaw,Cobb,GA,South,"34.023373,-84.615119",Flag,Flags,Uknown,,,Live
340,First Confederate Hospital of the Civil War,No specific honoree,Kingston,Bartow,GA,South,"34.235447,-84.946020",Monument,Monument,Georgia Department of Natural Resources,,,Live
341,Walker County Confederate Monument,No specific honoree,Lafayette,Walker,GA,South,"34.708750,-85.281217",Monument,Monument,United Daughters of the Confederacy,1909,,Live
304,Ben Hill Street,Benjamin Harvey Hill,LaGrange,Troup,GA,South,"33.040501,-85.039489",Highway / Roadway,Roads,Uknown,,,Live
342,Monument to the Confederate Soldier,No specific honoree,LaGrange,Troup,GA,South,"33.043610,-85.030288",Monument,Monument,United Daughters of the Confederacy,1902,,Live
381,Lawrenceville Confederate Monument,No specific honoree,Lawrenceville,Gwinnett,GA,South,"33.957151,-83.989243",Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of Confederate Veterans,1990,,Live
382,Oglethorpe County Confederate Monument,No specific honoree,Lexington,Oglethorpe,GA,South,"33.869467,-83.111670",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Live
343,Lincoln County Confederate Monument,No specific honoree,Lincolnton,Lincoln,GA,South,"33.792704,-82.479595",Monument,Monument,Uknown,,,Live
383,Stewart County Confederate Monument,No specific honoree,Lumpkin,Stewart,GA,South,"32.050827,-84.794845",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live
481,Jefferson Davis Parish,Jefferson Davis,Jennings,Jefferson Davis,LA,South,"30.275552,-92.788500",County/Municipality,County/Municipality,Uknown,1912,,Live
1312,Hood Drive,John Bell Hood,Virginia Beach,Virginia Beach City,VA,South,"36.864053,-76.054128",Highway / Roadway,Roads,Uknown,,,Live
1458,Confederate Monument,No specific honoree,Warm Springs,Bath,VA,South,"38.046011,-79.789723",Monument,Courthouse Grounds,United Daughters of the Confederacy,1922,,Live
1459,Confederate Monument,No specific honoree,Washington,Rappahannock,VA,South,"38.711078,-78.159784",Monument,Courthouse Grounds,United Daughters of the Confederacy,1900,,Live
1290,Davis Road,Jefferson Davis,Waynesboro,Waynesboro City,VA,South,"38.071752,-78.926204",Highway / Roadway,Roads,Uknown,,,Live
1291,Pickett Road,George Pickett,Waynesboro,Waynesboro City,VA,South,"38.070804,-78.918872",Highway / Roadway,Roads,Uknown,,,Live
1289,Robert E. Lee Avenue,Robert E. Lee,Waynesboro,Waynesboro City,VA,South,"38.070697,-78.921557",Highway / Roadway,Roads,Uknown,,,Live
2001,William Barksdale Road,William Barksdale,Williamsburg,Williamsburg City,VA,South,"37.227852,-76.688222",Highway / Roadway,Roads,Uknown,,,Live
1411,Confederate Soldiers Monument,No specific honoree,Winchester,Frederick,VA,South,"39.184494,-78.165317",Monument,Monument,Uknown,1916,,Live
1295,Jubal Early Drive,Jubal Anderson Early,Winchester,Frederick,VA,South,"39.169653,-78.180729",Highway / Roadway,Roads,Uknown,,,Live
534,Home Where Jefferson Davis Died,Jefferson Davis,New Orleans,Orleans,LA,South,"29.928689,-90.079775",Monument,Monument,Uknown,1930,,Live
510,Jefferson Davis Parkway,Jefferson Davis,New Orleans,Orleans,LA,South,"29.973892,-90.091520",Highway / Roadway,Roads,Uknown,,2020,Live
511,Lee Circle,Robert E. Lee,New Orleans,Orleans,LA,South,"29.943324,-90.072501",Highway / Roadway,Roads,Uknown,,,Live
516,Polk Street,Leonidas Polk,New Orleans,Orleans,LA,South,"29.999095,-90.107186",Highway / Roadway,Roads,Uknown,,,Live
513,Robert E. Lee Boulevard,Robert E. Lee,New Orleans,Orleans,LA,South,"30.020773,-90.080257",Highway / Roadway,Roads,Uknown,,,Live
514,Slidell Street,Joseph Shelby,New Orleans,Orleans,LA,South,"29.947601,-90.046618",Highway / Roadway,Roads,Uknown,,,Live
538,Confederate Memorial,No specific honoree,Old Pleasant Hill,Sabine,LA,South,"31.853333,-93.513617",Monument,Monument,United Daughters of the Confederacy,,,Live
1947,Confederate Flag Display,No specific honoree,Ocala,Marion,FL,South,"29.184359,-82.099992",Flag,Government Office Grounds,Uknown,,,Live
193,Stonewall Jackson Road,"Thomas Jonathan ""Stonewall"" Jackson",Orlando,Orange,FL,South,"28.531718,-81.303431",Highway / Roadway,Roads,Uknown,,,Live
219,Confederate Monument,No specific honoree,Palatka,Putnam,FL,South,"29.647100,-81.632767",Monument,Courthouse Grounds,Putnam County Government,1956,,Live
208,Confederate Monument,No specific honoree,Pensacola,Escambia,FL,South,"30.419883,-87.217000",Monument,Monument,Ladies Confederate Memorial Association,1891,,Live
229,Lee Square,Robert E. Lee,Pensacola,Escambia,FL,South,"30.419654,-87.216965",Park,Parks/Trails,Uknown,1889,,Live
209,Confederate Monument,No specific honoree,Perry,Taylor,FL,South,"30.136783,-83.604450",Monument,Monument,Sons of Confederate Veterans,,,Live
270,Jeff Davis Road,Jefferson Davis,Thomaston,Upson,GA,South,"32.945828,-84.393724",Highway / Roadway,Roads,Uknown,,,Live
355,Confederate Women Fountain (Women of the Sixties),No specific honoree,Thomson,McDuffie,GA,South,"33.465882,-82.502197",Monument,Monument,United Daughters of the Confederacy,1913,,Live
356,McDuffie and Columbia Counties Confederate Monument,No specific honoree,Thomson,McDuffie,GA,South,"33.469723,-82.504643",Monument,Monument,Ladies Memorial Association of Thomason,1896,,Live
357,Tift County Confederate Memorial,No specific honoree,Tifton,Tift,GA,South,"31.462408,-83.503724",Monument,Monument,United Daughters of the Confederacy,1910,,Live
247,Stephens County,Alexander Stephens,Toccoa,Stephens,GA,South,"34.551344,-83.281402",County/Municipality,County/Municipality,Uknown,1905,,Live
397,Stephens County Confederate Monument,No specific honoree,Toccoa,Stephens,GA,South,"34.579729,-83.330414",Monument,Courthouse Grounds,United Daughters of the Confederacy,1922,,Live
359,Confederate Reunion Memorial,No specific honoree,Union Point,Greene,GA,South,"33.612769,-83.073182",Monument,Monument,Uknown,,,Live
358,Confederate Wayside Home Monument,No specific honoree,Union Point,Greene,GA,South,"33.615228,-83.075939",Monument,Monument,Works Progress Administration,1936,,Live
1992,Lowndes County Confederate Monument,No specific honoree,Valdosta,Lowndes,GA,South,"30.832189,-83.279378",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live
399,Dooly County Confederate Monument,No specific honoree,Vienna,Dooly,GA,South,"32.091131,-83.796810",Monument,Courthouse Grounds,United Daughters of the Confederacy; Dooly County veterans,1908,,Live
43,Fort Rucker,Edmund Rucker,Fort Rucker,Dale,AL,South,"31.339996,-85.712824",Military Base,Buildings,U.S. Army,1942,,Live
51,Emma Sansom Monument,Nathan Bedford Forrest,Gadsden,Etowah,AL,South,"34.011170,-85.999667",Monument,Monument,City of Gadsden,1907,,Live
52,Turkey Town Monument,No specific honoree,Gadsden,Etowah,AL,South,"34.066312,-85.928552",Monument,Monument,Sons of Confederate Veterans,1992,,Live
24,Robert E. Lee Drive,Robert E. Lee,Gardendale,Jefferson,AL,South,"33.733602,-86.884543",Highway / Roadway,Roads,Uknown,,,Live
84,Confederate Monument,No specific honoree,Greensboro,Hale,AL,South,"32.703982,-87.592450",Monument,Courthouse Grounds,Ladies Memorial Association,1904,,Live
5,Hale County,Stephen F. Hale,Greensboro,Hale,AL,South,"32.703748,-87.592427",County/Municipality,County/Municipality,Uknown,1867,,Live
53,Butler County Confederate Monument,No specific honoree,Greenville,Butler,AL,South,"31.829067,-86.623017",Monument,Monument,United Daughters of the Confederacy,1903,,Live
98,Confederate Park,No specific honoree,Greenville,Butler,AL,South,"31.829374,-86.623011",Park,Parks/Trails,United Daughters of the Confederacy; City of Greenville,1897,,Live
54,Confederate Veterans Bicentennial Memorial,No specific honoree,Hamilton,Marion,AL,South,"34.142160,-87.988839",Monument,Monument,"Judge James F. Shotts Senior, Colonel U.S.A.R. Retired 1952",1977,,Live
992,Confederate Monument,No specific honoree,Manning,Clarendon,SC,South,"33.694917,-80.211317",Monument,Courthouse Grounds,Uknown,1914,,Live
969,To the Dead and Living Confederate Veterans,No specific honoree,Marion,Marion,SC,South,"34.178017,-79.400117",Monument,Monument,Citizens of Marion County,1903,,Live
3068,Anderson Lane,Richard Heron Anderson,Modoc,McCormick,SC,South,"33.713853,-82.222381",Highway / Roadway,Roads,Uknown,,,Live
922,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Modoc,McCormick,SC,South,"33.700665,-82.220862",Highway / Roadway,Roads,Uknown,,,Live
3069,Bragg Drive,Braxton Bragg,Modoc,McCormick,SC,South,"33.707217,-82.214607",Highway / Roadway,Roads,Uknown,,,Live
3070,Breckinridge Lane,John C. Breckinridge,Modoc,McCormick,SC,South,"33.711938,-82.220905",Highway / Roadway,Roads,Uknown,,,Live
3071,Confederate Drive,No specific honoree,Modoc,McCormick,SC,South,"33.700290,-82.223404",Highway / Roadway,Roads,Uknown,,,Live
3072,Forrest Drive,Nathan Bedford Forrest,Modoc,McCormick,SC,South,"33.711750,-82.217343",Highway / Roadway,Roads,Uknown,,,Live
3073,Hill Drive,A.P. Hill,Modoc,McCormick,SC,South,"33.705012,-82.222332",Highway / Roadway,Roads,Uknown,,,Live
3074,Hood Drive,John Bell Hood,Modoc,McCormick,SC,South,"33.706333,-82.216292",Highway / Roadway,Roads,Uknown,,,Live
3075,Johnson Drive,Joseph Eggleston Johnston,Modoc,McCormick,SC,South,"33.701174,-82.217911",Highway / Roadway,Roads,Uknown,,,Live
3076,Lee Drive,Robert E. Lee,Modoc,McCormick,SC,South,"33.709796,-82.218491",Highway / Roadway,Roads,Uknown,,,Live
3077,Pickett Drive,George Pickett,Modoc,McCormick,SC,South,"33.702736,-82.215937",Highway / Roadway,Roads,Uknown,,,Live
970,Berkeley County Confederate Monument,No specific honoree,Moncks Corner,Berkeley,SC,South,"33.193617,-79.972683",Monument,Monument,United Daughters of the Confederacy; Sons of Confederate Veterans,2011,,Live
901,Jefferson Davis Road,Jefferson Davis,Mountville,Laurens,SC,South,"34.360335,-81.883888",Highway / Roadway,Roads,Uknown,,,Live
971,Newberry Confederate Monument,No specific honoree,Newberry,Newberry,SC,South,"34.274167,-81.620283",Monument,Monument,Uknown,1880,,Live
1001,Town of North,John F. North,North,Orangeburg,SC,South,"33.615080,-81.103514",City,County/Municipality,Uknown,1891,,Live
921,Beauregard Street,Pierre Gustave Toutant-Beauregard,Orangeburg,Orangeburg,SC,South,"33.471717,-80.857658",Highway / Roadway,Roads,Uknown,,,Live
972,Confederate Flag and Monument,No specific honoree,Orangeburg,Orangeburg,SC,South,"33.483600,-80.871950",Monument,Monument,Sons of Confederate Veterans,2001,,Live
973,Confederate Monument,No specific honoree,Orangeburg,Orangeburg,SC,South,"33.490200,-80.863500",Monument,Monument,Orangeburg Confederate Monument Association,1893,,Live
1388,Wilcox's Alabama Brigade,Cadmus M. Wilcox,Mechanicsville,Hanover,VA,South,"37.573000,-77.296000",Monument,Monument,Sons of Confederate Veterans,1999,,Live
1316,John Mosby Highway,John Singleton Mosby,Middleburg,Loudoun,VA,South,"38.967134,-77.742543",Highway / Roadway,Roads,Uknown,,,Live
1446,Confederate Monument,No specific honoree,Monterey,Highland,VA,South,"38.412983,-79.582633",Monument,Courthouse Grounds,United Daughters of the Confederacy,1918,,Live
1447,Westmoreland County Confederate Monument,No specific honoree,Montross,Westmoreland,VA,South,"38.095300,-76.828267",Monument,Courthouse Grounds,Ladies Memorial Association,1876,,Live
1323,Lee Highway,Robert E. Lee,Natural Bridge,Rockbridge,VA,South,"37.679684,-79.499034",Highway / Roadway,Roads,Uknown,,,Live
1293,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Natural Bridge Station,Rockbridge,VA,South,"37.606933,-79.490713",Highway / Roadway,Roads,Uknown,,,Live
1292,Robert E. Lee Drive,Robert E. Lee,Natural Bridge Station,Rockbridge,VA,South,"37.608607,-79.490198",Highway / Roadway,Roads,Uknown,,,Live
1448,Confederate Monument,No specific honoree,New Castle,Craig,VA,South,"37.503583,-80.109500",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live
1389,Confederate Monument,No specific honoree,New Kent,New Kent,VA,South,"37.517867,-76.978317",Monument,Monument,Uknown,1934,,Live
1274,Confederate Street,No specific honoree,New Market,Shenandoah,VA,South,"38.643674,-78.673548",Highway / Roadway,Roads,Uknown,,,Live
1802,Confederate Monument,No specific honoree,Albertville,Marshall,AL,South,"34.268061,-86.210379",Monument,Courthouse Grounds,Sons of Confederate Veterans,1996,,Live
2154,Confederate Heroes Monument,No specific honoree,Alexander City,Tallapoosa,AL,South,"32.922952,-85.977706",Monument,Monument,United Daughters of the Confederacy,1923,,Live
75,Confederate Monument,No specific honoree,Ashville,St. Clair,AL,South,"33.836704,-86.254769",Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Live
76,Confederate Soldier Monument,No specific honoree,Athens,Limestone,AL,South,"34.803130,-86.971613",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
2221,The Auburn Guards Review Monument,No specific honoree,Auburn,Lee,AL,South,"32.610290,-85.480418",Monument,Monument,United Daughters of the Confederacy,1914,,Live
1822,Baldwin County Seal,No specific honoree,Bay Minette,Baldwin,AL,South,"30.548848,-87.717586",Seal,Flags,Uknown,,,Live
93,City of Beauregard,Pierre Gustave Toutant-Beauregard,Beauregard,Lee,AL,South,"32.543419,-85.370948",City,County/Municipality,Uknown,,,Live
800,CSS Neuse Confederate Ironclad Gunboat Monument,No specific honoree,Kinston,Lenoir,NC,South,"35.259650,-77.583067",Monument,Monument,Uknown,,,Live
1125,Robert Lee Road,Robert E. Lee,Houston,Harris,TX,South,"29.809342,-95.372741",Highway / Roadway,Roads,Uknown,,,Live
261,Jefferson Davis Road,Jefferson Davis,Greensboro,Greene,GA,South,"33.605826,-83.309019",Highway / Roadway,Roads,Uknown,,,Live
1895,Hamilton Confederate Monument,No specific honoree,Hamilton,Harris,GA,South,"32.759510,-84.875800",Monument,Monument,Uknown,1910,,Live
376,Confederate Monument,No specific honoree,Hartwell,Hart,GA,South,"34.352693,-82.932627",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live
377,Confederate Monument,No specific honoree,Hawkinsville,Pulaski,GA,South,"32.283208,-83.469121",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live
336,Jefferson Davis Memorial,Jefferson Davis,Hazelhurst,Jeff Davis,GA,South,"31.863534,-82.601201",Monument,Monument,Sons of Confederate Veterans,,,Live
245,Jeff Davis County,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862146,-82.599751",County/Municipality,County/Municipality,Uknown,1905,,Live
411,Jeff Davis Elementary School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.863472,-82.609615",School,Schools,Uknown,,,Live
409,Jeff Davis High School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.868565,-82.614806",School,Schools,Uknown,,,Live
412,Jeff Davis Middle School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862405,-82.620830",School,Schools,Uknown,,,Live
410,Jeff Davis Primary School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.871506,-82.609779",School,Schools,Uknown,,,Live
566,East Beauregard Elementary School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.744631,-93.026774",School,Schools,Uknown,1962,,Live
565,East Beauregard High School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,"30.744993,-93.027104",School,Schools,Uknown,1962,,Live
527,Fort Butler Memorial,Matthew Calbraith Butler,Donaldsonville,Ascension,LA,South,"30.107856,-90.991472",Monument,Monument,United Daughters of the Confederacy,1999,,Live
520,Fort Polk,Leonidas Polk,Fort Polk,Vernon,LA,South,"31.045492,-93.200075",Military Base,Buildings,Uknown,1941,,Live
546,Confederate Monument,No specific honoree,Franklin,St. Mary,LA,South,"29.791169,-91.499900",Monument,Courthouse Grounds,Citizens of St. Mary Parish,1913,,Live
508,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Gretna,Jefferson,LA,South,"29.919314,-90.053241",Highway / Roadway,Roads,Uknown,,,Live
528,Jefferson Davis Highway Marker,Jefferson Davis,Gretna,Jefferson,LA,South,"29.917854,-90.066474",Marker,Monument,United Daughters of the Confederacy; City of Gretna,,,Live
547,Confederate Monument,No specific honoree,Homer,Claiborne,LA,South,"32.791367,-93.055233",Monument,Courthouse Grounds,United Daughters of the Confederacy,1940,,Live
503,Jefferson Davis Street,Jefferson Davis,Houma,Terrebonne,LA,South,"29.607723,-90.724412",Highway / Roadway,Roads,Uknown,,,Live
1000,City of Kershaw,Joseph B. Kershaw,Kershaw,Lancaster,SC,South,"34.547593,-80.581750",City,County/Municipality,Uknown,1888,,Live
967,"Confederate Soldier, Williamsburg County",No specific honoree,Kingstree,Williamsburg,SC,South,"33.663429,-79.830773",Monument,Monument,United Daughters of the Confederacy,1910,,Live
3102,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Kingstree,Williamsburg,SC,South,"33.661826,-79.831263",Highway / Roadway,Roads,Uknown,,,Live
3103,Longstreet St,James Longstreet,Kingstree,Williamsburg,SC,South,"33.661267,-79.832755",Highway / Roadway,Roads,Uknown,,,Live
909,Beauregard Street,Pierre Gustave Toutant-Beauregard,Lake City,Florence,SC,South,"33.867846,-79.759996",Highway / Roadway,Roads,Uknown,,,Live
900,Confederate Avenue,No specific honoree,Lancaster,Lancaster,SC,South,"34.693193,-80.820948",Highway / Roadway,Roads,Uknown,,,Live
3061,Hood Street,John Bell Hood,Lancaster,Lancaster,SC,South,"34.723225,-80.773278",Highway / Roadway,Roads,Uknown,,,Live
990,Our Confederate Soldiers,No specific honoree,Lancaster,Lancaster,SC,South,"34.720200,-80.770800",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
968,Laurens Confederate Monument,No specific honoree,Laurens,Laurens,SC,South,"34.498883,-82.014317",Monument,Monument,United Daughters of the Confederacy,1910,,Live
991,Lexington Confederate Monument,No specific honoree,Lexington,Lexington,SC,South,"33.980550,-81.236117",Monument,Courthouse Grounds,Women of Lexington County,1886,,Live
1015,Jeff Davis Lane,Jefferson Davis,Sardis,Henderson,TN,South,"35.367258,-88.318406",Highway / Roadway,Roads,Uknown,,,Live
1073,Confederate Monument,No specific honoree,Savannah,Hardin,TN,South,"35.225000,-88.250750",Monument,Courthouse Grounds,Sons of Confederate Veterans,1995,,Live
1074,Confederate Monument,No specific honoree,Selmer,McNairy,TN,South,"35.170891,-88.593654",Monument,Courthouse Grounds,Sons of Confederate Veterans,1994,,Live
1075,DeKalb County Confederate Monument,No specific honoree,Smithville,DeKalb,TN,South,"35.960600,-85.813200",Monument,Courthouse Grounds,Sons of Confederate Veterans,1996,,Live
1980,General Barksdale Drive,William Barksdale,Smyrna,Rutherford,TN,South,"35.945158,-86.535271",Highway / Roadway,Roads,Uknown,,,Live
1982,General Featherstone [sic] Drive,Winfield S. Featherston,Smyrna,Rutherford,TN,South,"35.943577,-86.532866",Highway / Roadway,Roads,Uknown,,,Live
1979,General Forrest Drive,Nathan Bedford Forrest,Smyrna,Rutherford,TN,South,"35.942830,-86.530140",Highway / Roadway,Roads,Uknown,,,Live
1981,General Palmer Drive,Joseph B. Palmer,Smyrna,Rutherford,TN,South,"35.942985,-86.531723",Highway / Roadway,Roads,Uknown,,,Live
1027,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Smyrna,Rutherford,TN,South,"36.008059,-86.494167",Highway / Roadway,Roads,Uknown,,,Live
5013,Deshler Career Technical Center,James Deshler,Tuscumbia,Colbert,AL,South,"34.738067,-87.702130",School,Schools,Uknown,,,Live
3174,Deshler High School,James Deshler,Tuscumbia,Colbert,AL,South,"34.738670,-87.701589",School,Schools,City of Tuscumbia,1950,,Live
5014,Deshler Middle School,James Deshler,Tuscumbia,Colbert,AL,South,"34.738566,-87.696943",School,Schools,Uknown,,,Live
5015,Joe Wheeler Drive,Joseph Wheeler,Tuscumbia,Colbert,AL,South,"34.722637,-87.695707",Highway / Roadway,Roads,Uknown,,,Live
5016,Old Lee Highway,Robert E. Lee,Tuscumbia,Colbert,AL,South,"34.715493,-87.732582",Highway / Roadway,Roads,Uknown,,,Live
74,Tuskegee Confederate Monument,No specific honoree,Tuskegee,Macon,AL,South,"32.424080,-85.690879",Monument,Monument,United Daughters of the Confederacy,1906,,Live
8,Bullock County,Edward C. Bullock,Union Springs,Bullock,AL,South,"32.145335,-85.716127",County/Municipality,County/Municipality,Uknown,1866,,Live
95,City of Wheeler,Joseph Wheeler,Wheeler,Lawrence,AL,South,"34.654470,-87.250244",City,County/Municipality,Uknown,,,Live
144,Arkadelphia Confederate Monument,No specific honoree,Arkadelphia,Clark,AR,South,"34.118622,-93.051101",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live
124,Batesville Confederate Monument,No specific honoree,Batesville,Independence,AR,South,"35.770424,-91.653176",Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans,1907,,Live
3168,Early Street,Jubal Anderson Early,New Market,Shenandoah,VA,South,"38.644206,-78.676863",Highway / Roadway,Roads,Uknown,,,Live
3169,Lee Highway,Robert E. Lee,New Market,Shenandoah,VA,South,"38.647849,-78.658623",Highway / Roadway,Roads,Uknown,,,Live
1277,Lee Street,Robert E. Lee,New Market,Shenandoah,VA,South,"38.646007,-78.670980",Highway / Roadway,Roads,Uknown,,,Live
1275,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",New Market,Shenandoah,VA,South,"38.642949,-78.676616",Highway / Roadway,Roads,Uknown,,,Live
1276,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",New Market,Shenandoah,VA,South,"38.645060,-78.672858",Highway / Roadway,Roads,Uknown,,,Live
1391,Confederate Soldier Monument,No specific honoree,Newport News,Newport News City,VA,South,"37.129600,-76.541517",Monument,Monument,Uknown,1909,,Live
5005,Lake Maury Natural Area,Matthew Fontaine Maury,Newport News,Newport News,VA,South,"37.062025,-76.478556",Park,Parks/Trails,Uknown,,,Live
1449,Confederate Monument,No specific honoree,Nottoway,Nottoway,VA,South,"37.128332,-78.079927",Monument,Courthouse Grounds,Ladies Memorial Association,1893,,Live
766,Early Drive,Jubal Anderson Early,Wilmington,New Hanover,NC,South,"34.187147,-77.907602",Highway / Roadway,Roads,Uknown,,,Live
2018,Ewell Drive,Richard Stoddert Ewell,Wilmington,New Hanover,NC,South,"34.185476,-77.887777",Highway / Roadway,Roads,Uknown,,,Live
2002,George Anderson Drive,George Anderson,Wilmington,New Hanover,NC,South,"34.182739,-77.907853",Highway / Roadway,Roads,Uknown,,,Live
2019,Greenhowe Drive,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,"34.189101,-77.883336",Highway / Roadway,Roads,Uknown,,,Live
2020,Hood Drive,John Bell Hood,Wilmington,New Hanover,NC,South,"34.189020,-77.886227",Highway / Roadway,Roads,Uknown,,,Live
768,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilmington,New Hanover,NC,South,"34.190075,-77.905846",Highway / Roadway,Roads,Uknown,,,Live
2013,Joe Wheeler Drive,Joseph Wheeler,Wilmington,New Hanover,NC,South,"34.179937,-77.885824",Highway / Roadway,Roads,Uknown,,,Live
2003,John D. Barry Drive,John D. Barry,Wilmington,New Hanover,NC,South,"34.178326,-77.898739",Highway / Roadway,Roads,Uknown,,,Live
2009,John S. Mosby Drive,John Singleton Mosby,Wilmington,New Hanover,NC,South,"34.179746,-77.900027",Highway / Roadway,Roads,Uknown,,,Live
1395,To The Memory of A.P. Hill,A.P. Hill,Petersburg,Petersburg City,VA,South,"37.189425,-77.475337",Monument,Monument,Sons of Confederate Veterans,,,Live
157,Monument to Confederate Women,No specific honoree,Little Rock,Pulaski,AR,South,"34.744700,-92.291146",Monument,Government Office Grounds,United Confederate Veterans,1913,,Live
117,Pickett Drive,George Pickett,Little Rock,Pulaski,AR,South,"34.723980,-92.189878",Highway / Roadway,Roads,Uknown,,,Live
4001,Robert E Lee Day,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.746514,-92.288901",Holiday,Holiday,State of Arkansas,2017,,Live
1921,Robert E. Lee School,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.740093,-92.316235",School,Schools,Uknown,1906,2005,Live
151,Lonoke Confederate Monument,No specific honoree,Lonoke,Lonoke,AR,South,"34.786049,-91.899886",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live
110,Robert E. Lee Street,Robert E. Lee,Malvern,Hot Spring,AR,South,"34.359576,-92.793803",Highway / Roadway,Roads,Uknown,,,Live
138,General Robert E. Lee Monument,Robert E. Lee,Marianna,Lee,AR,South,"34.773911,-90.756979",Monument,Monument,United Daughters of the Confederacy,1910,,Live
108,Lee County,Robert E. Lee,Marianna,Lee,AR,South,"34.774406,-90.766543",County/Municipality,County/Municipality,Uknown,1873,,Live
2213,Rabun County Confederate Monument,No specific honoree,Clayton,Rabun,GA,South,"34.878733,-83.402767",Monument,Courthouse Grounds,United Daughters of the Confederacy,1999,,Live
323,Bleckley County Confederate Monument,No specific honoree,Cochran,Bleckley,GA,South,"32.387017,-83.354941",Monument,Monument,United Daughters of the Confederacy,1910,,Live
2146,Broadway Confederate Monument,No specific honoree,Columbus,Muscogee,GA,South,"32.459950,-84.993267",Monument,Monument,Memorial Association,1879,,Live
324,Muscogee County Confederate Monument,No specific honoree,Columbus,Muscogee,GA,South,"32.460001,-84.993301",Monument,Monument,Ladies Memorial Association,1879,,Live
260,Robert E. Lee Drive,Robert E. Lee,Columbus,Muscogee,GA,South,"32.408588,-84.927886",Highway / Roadway,Roads,Uknown,,,Live
325,Tyler Home Ladies Aid Society,No specific honoree,Columbus,Muscogee,GA,South,"32.472583,-84.987717",Monument,Monument,United Daughters of the Confederacy,1936,,Live
2122,J.E.B. Stuart #861 UDC Bench,"James Ewell Brown ""Jeb"" Stuart",Commerce,Jackson,GA,South,"34.201717,-83.456133",Monument,Monument,United Daughters of the Confederacy,,,Live
326,Crisp County Confederate Monument,No specific honoree,Cordele,Crisp,GA,South,"31.963900,-83.782233",Monument,Monument,United Daughters of the Confederacy,1911,,Live
368,Confederate War Memorial,No specific honoree,Covington,Newton,GA,South,"33.596444,-83.859881",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Live
1361,Van Dorn Street,Earl Van Dorn,Alexandria,Alexandria,VA,South,"38.826722,-77.118739",Highway / Roadway,Roads,Uknown,,,Live
